file,program,subcommand,options,option_count
MCPVOT_MCPVOTS__.github_workflows_ai-auto-update.yml,npm,audit,--json -r,2
MCPVOT_MCPVOTS__.github_workflows_ai-auto-update.yml,npm,run-script,,0
MCPVOT_MCPVOTS__.github_workflows_ai-auto-update.yml,npm,run-script,,0
MCPVOT_MCPVOTS__.github_workflows_ai-auto-update.yml,npm,run-script,,0
MCPVOT_MCPVOTS__.github_workflows_ai-auto-update.yml,npm,run-script,,0
Makoto041_line-kakeibo__.github_workflows_claude-code-workflow.yml,npm,install,,0
Makoto041_line-kakeibo__.github_workflows_claude-code-workflow.yml,npm,install,,0
Manzela_predictstream__.github_workflows_claude-review-advanced.yml,pip,install,,0
MatheusConstantino_poc-geoserver-sqlserver__.github_workflows_ai-pr-review.yml,npm,install,,0
Right5963_claude-max-github-actions__.github_workflows_claude-mcp-research.yml,pip,install,,0
Skobyn_g.c.l.a.w__.github_workflows_auto-fix.yml,pip,install,,0
SmarterPrey_social-active-app__.github_workflows_security-scan.yml,npm,ci,--ignore-scripts,1
SmarterPrey_social-active-app__.github_workflows_security-scan.yml,npm,install,--package-lock-only,1
SmarterPrey_social-active-app__.github_workflows_security-scan.yml,npm,audit,,0
SmarterPrey_social-active-app__.github_workflows_security-scan.yml,npm,audit,--json,1
SmarterPrey_social-active-app__.github_workflows_security-scan.yml,npm,audit,,0
SmarterPrey_social-active-app__.github_workflows_security-scan.yml,npm,audit,--json,1
SmarterPrey_social-active-app__.github_workflows_security-scan.yml,npm,view,,0
SmarterPrey_social-active-app__.github_workflows_security-scan.yml,npm,view,--json,1
SmarterPrey_social-active-app__.github_workflows_security-scan.yml,npm,audit,,0
SmarterPrey_social-active-app__.github_workflows_security-scan.yml,npm,registry,,0
SmarterPrey_social-active-app__.github_workflows_security-scan.yml,npm,install,,0
Tony363_SuperClaude__.github_workflows_autonomous-code-scanner.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_autonomous-code-scanner.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_autonomous-code-scanner.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_autonomous-code-scanner.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_autonomous-code-scanner.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_autonomous-code-scanner.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,--upgrade,1
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,-q,1
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,--upgrade,1
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,--upgrade,1
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,--upgrade,1
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_ci.yml,pip,show,,0
Tony363_SuperClaude__.github_workflows_ci.yml,pip,freeze,-i,1
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,--no-binary,1
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,--upgrade,1
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_ci.yml,pip,install,,0
Tony363_SuperClaude__.github_workflows_nightly-docs-update.yml,pip,install,,0
Wick-Lim_browser__.github_workflows_claude-pr.yml,npm,install,-g,1
WncFht_claude-code-hub__.github_workflows_claude-ci-autofix.yml,npm,run-script,,0
WncFht_claude-code-hub__.github_workflows_claude-ci-autofix.yml,npm,run-script,,0
ZamSofts_Exposaas__.github_workflows_claude-auto-fix.yml,npm,ci,,0
ZamSofts_Exposaas__.github_workflows_claude-auto-fix.yml,docker-compose,files,,0
ZamSofts_Exposaas__.github_workflows_claude-auto-fix.yml,npm,run-script,,0
ZamSofts_Exposaas__.github_workflows_claude-auto-fix.yml,npm,test,,0
ZamSofts_Exposaas__.github_workflows_claude-auto-fix.yml,npm,run-script,,0
ZamSofts_Exposaas__.github_workflows_claude-auto-fix.yml,npm,run-script,,0
ZamSofts_Exposaas__.github_workflows_claude-auto-fix.yml,npm,test,,0
ZamSofts_Exposaas__.github_workflows_claude-auto-fix.yml,npm,run-script,,0
afluence-holding_marketing-funnel__.github_workflows_update-docs.yml,npm,install,-g,1
agisota_rox__.github_workflows_generate-changelog.yml,npm,install,-g,1
anisharma07_Team-Website__.github_workflows_claude-audit.yml,npm,install,,0
anisharma07_Team-Website__.github_workflows_claude-audit.yml,pip,install,,0
anisharma07_Team-Website__.github_workflows_claude-audit.yml,npm,packages,,0
anisharma07_Workflows-Upload-Automated__.github_workflows_claude-audit.yml,npm,install,,0
anisharma07_Workflows-Upload-Automated__.github_workflows_claude-audit.yml,pip,install,,0
anisharma07_Workflows-Upload-Automated__.github_workflows_claude-audit.yml,npm,packages,,0
anisharma07_Workflows-Upload-Automated__.github_workflows_claude-generate.yml,npm,install,,0
anisharma07_Workflows-Upload-Automated__.github_workflows_claude-generate.yml,pip,install,,0
anisharma07_cairo-invoice-frontend__.github_workflows_claude-audit.yml,npm,install,,0
anisharma07_cairo-invoice-frontend__.github_workflows_claude-audit.yml,pip,install,,0
anisharma07_cairo-invoice-frontend__.github_workflows_claude-audit.yml,npm,packages,,0
anisharma07_cairo-invoice-frontend__.github_workflows_claude-generate.yml,npm,install,,0
anisharma07_cairo-invoice-frontend__.github_workflows_claude-generate.yml,pip,install,,0
anisharma07_cairo-invoice-frontend__.github_workflows_claude-test.yml,pip,install,,0
anisharma07_cairo-invoice-frontend__.github_workflows_claude-test.yml,npm,install,,0
anisharma07_cairo-invoice-frontend__.github_workflows_claude-test.yml,npm,install,,0
anisharma07_cairo-invoice-frontend__.github_workflows_claude-test.yml,npm,install,--save-dev,1
anisharma07_cairo-invoice-frontend__.github_workflows_claude-test.yml,npm,install,--save-dev,1
anisharma07_cairo-medinvoice__.github_workflows_claude-audit.yml,npm,install,,0
anisharma07_cairo-medinvoice__.github_workflows_claude-audit.yml,pip,install,,0
anisharma07_cairo-medinvoice__.github_workflows_claude-audit.yml,npm,packages,,0
base44_cli__.github_workflows_pr-description.yml,npm,test,,0
burgebj_claudeoctopus__.github_workflows_claude-octopus.yml,npm,install,-g,1
burgebj_claudeoctopus__.github_workflows_claude-octopus.yml,npm,install,-g,1
burgebj_claudeoctopus__.github_workflows_claude-octopus.yml,npm,install,-g,1
burgebj_claudeoctopus__.github_workflows_claude-octopus.yml,npm,install,-g,1
burgebj_claudeoctopus__.github_workflows_claude-octopus.yml,npm,install,-g,1
burgebj_claudeoctopus__.github_workflows_claude-octopus.yml,npm,install,-g,1
carmandale_SPY-tracker__.github_workflows_update-claude-md.yml,pip,install,,0
carmandale_SPY-tracker__.github_workflows_update-claude-md.yml,pip,install,-r,1
charoy_collabatlas__.github_workflows_daily-suggest.yml,pip,install,-r,1
cue-3_re-cue__.github_workflows_auto-translate.yml,pip,install,-r,1
cue-3_re-cue__.github_workflows_auto-translate.yml,pip,install,-r,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,run-script,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,ci,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,ci,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,audit,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,audit,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,audit,--audit-level --json,2
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,audit,--audit-level,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,audit,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,audit,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,audit,--audit-level --json,2
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,audit,--audit-level,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,ci,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,ci,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,test,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,run-script,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,install,--package-lock-only,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,ci,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,install,--package-lock-only,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,ci,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,version,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,-d,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker,exec,-U,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,run-script,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,-v,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker,system,-f,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker,images,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker,run,--name --rm -d,3
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker,ps,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker,stop,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker,logs,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,-d,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,-q,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,--tail,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,--tail,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,-q,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,-v,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,-v,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker-compose,-f,-v,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,docker,system,-f,1
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,ci,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,outdated,,0
dan-kiss-dev-this_aiMusicPlayer__.github_workflows_ci.yml,npm,list,--depth,1
dentroio_agentic-factory__.github_workflows_ai-review.yml,pip,install,--quiet,1
ding113_claude-code-hub__.github_workflows_claude-ci-autofix.yml,npm,run-script,,0
ding113_claude-code-hub__.github_workflows_claude-ci-autofix.yml,npm,run-script,,0
drussell23_JARVIS__.github_workflows_claude-auto-fix.yml,pip,install,,0
drussell23_JARVIS__.github_workflows_claude-docs-generator.yml,pip,install,,0
drussell23_JARVIS__.github_workflows_claude-security-analyzer.yml,pip,install,,0
ezeslucky_velix__.github_workflows_generate-changelog.yml,npm,install,-g,1
ezeslucky_velix__.github_workflows_update-docs.yml,npm,install,-g,1
gensecaihq_MCP-Developer-SubAgent__.github_workflows_claude-code-mcp.yml,pip,install,--upgrade,1
gensecaihq_MCP-Developer-SubAgent__.github_workflows_claude-code-mcp.yml,pip,install,-r,1
gensecaihq_MCP-Developer-SubAgent__.github_workflows_claude-code-mcp.yml,pip,install,,0
gensecaihq_MCP-Developer-SubAgent__.github_workflows_claude-code-mcp.yml,pip,install,-r,1
gensecaihq_MCP-Developer-SubAgent__.github_workflows_claude-code-mcp.yml,pip,install,,0
gensecaihq_MCP-Developer-SubAgent__.github_workflows_claude-code-mcp.yml,pip,install,-e,1
gensecaihq_MCP-Developer-SubAgent__.github_workflows_claude-code-mcp.yml,pip,install,,0
gensecaihq_MCP-Developer-SubAgent__.github_workflows_claude-code-mcp.yml,pip,install,,0
gensecaihq_MCP-Developer-SubAgent__.github_workflows_claude-code-mcp.yml,pip,install,,0
glitchwerks_github-actions__.github_workflows_runtime-build.yml,docker,pull,,0
glitchwerks_github-actions__.github_workflows_runtime-build.yml,docker,inspect,,0
glitchwerks_github-actions__.github_workflows_runtime-build.yml,docker,pull,,0
glitchwerks_github-actions__.github_workflows_runtime-build.yml,docker,run,--entrypoint --rm,2
glitchwerks_github-actions__.github_workflows_runtime-build.yml,docker,pull,,0
glitchwerks_github-actions__.github_workflows_runtime-build.yml,docker,inspect,--format,1
glitchwerks_github-actions__.github_workflows_runtime-build.yml,docker,inspect,--format,1
glitchwerks_github-actions__.github_workflows_runtime-build.yml,docker,inspect,--format,1
keeganmccallum_mobile-dev-studio__.github_workflows_auto-fix-ci.yml,npm,install,,0
keeganmccallum_mobile-dev-studio__.github_workflows_auto-fix-ci.yml,npm,install,,0
keeganmccallum_mobile-dev-studio__.github_workflows_auto-fix-ci.yml,npm,run-script,,0
keeganmccallum_mobile-dev-studio__.github_workflows_auto-fix-ci.yml,npm,run-script,,0
keeganmccallum_mobile-dev-studio__.github_workflows_auto-fix-ci.yml,npm,run-script,,0
keeganmccallum_mobile-dev-studio__.github_workflows_auto-fix-ci.yml,npm,install,,0
keeganmccallum_mobile-dev-studio__.github_workflows_auto-fix-ci.yml,npm,install,,0
keeganmccallum_mobile-dev-studio__.github_workflows_auto-fix-ci.yml,npm,run-script,,0
keeganmccallum_mobile-dev-studio__.github_workflows_auto-fix-ci.yml,npm,run-script,,0
keeganmccallum_mobile-dev-studio__.github_workflows_auto-fix-ci.yml,npm,run-script,,0
limJhyeok_Essay-Feedback-Writer__.github_workflows_claude-develop.yml,npm,install,-g,1
limJhyeok_Essay-Feedback-Writer__.github_workflows_claude-develop.yml,docker-compose,build,,0
limJhyeok_Essay-Feedback-Writer__.github_workflows_claude-develop.yml,docker-compose,down,--remove-orphans -v,2
limJhyeok_Essay-Feedback-Writer__.github_workflows_claude-develop.yml,docker-compose,up,-d,1
limJhyeok_Essay-Feedback-Writer__.github_workflows_claude-develop.yml,docker-compose,exec,--no-install-project -T,2
limJhyeok_Essay-Feedback-Writer__.github_workflows_claude-develop.yml,docker-compose,exec,--autogenerate -T -m,3
limJhyeok_Essay-Feedback-Writer__.github_workflows_claude-develop.yml,docker-compose,exec,-T,1
limJhyeok_Essay-Feedback-Writer__.github_workflows_claude-develop.yml,docker-compose,exec,-T,1
limJhyeok_Essay-Feedback-Writer__.github_workflows_claude-develop.yml,docker-compose,down,--remove-orphans -v,2
litaoran_rss-reader__.github_workflows_auto-fix.yml,npm,ci,--arch --ignore-scripts -f -w,4
litaoran_rss-reader__.github_workflows_auto-fix.yml,npm,install,-g,1
litaoran_rss-reader__.github_workflows_auto-fix.yml,npm,start,,0
mhdxbilal_Ai__.github_workflows_claude-octopus.yml,npm,install,-g,1
mhdxbilal_Ai__.github_workflows_claude-octopus.yml,npm,install,-g,1
mhdxbilal_Ai__.github_workflows_claude-octopus.yml,npm,install,-g,1
mhdxbilal_Ai__.github_workflows_claude-octopus.yml,npm,install,-g,1
mhdxbilal_Ai__.github_workflows_claude-octopus.yml,npm,install,-g,1
mhdxbilal_Ai__.github_workflows_claude-octopus.yml,npm,install,-g,1
mokemoke0821_interrogation-game__.github_workflows_max-plan-claude.yml,npm,ci,--no-audit --prefer-offline,2
mokemoke0821_interrogation-game__.github_workflows_max-plan-claude.yml,npm,run-script,,0
mokemoke0821_interrogation-game__.github_workflows_max-plan-claude.yml,npm,run-script,,0
mokemoke0821_interrogation-game__.github_workflows_max-plan-claude.yml,npm,run-script,,0
mokemoke0821_interrogation-game__.github_workflows_max-plan-claude.yml,npm,run-script,,0
mokemoke0821_interrogation-game__.github_workflows_max-plan-claude.yml,npm,run-script,,0
mokemoke0821_interrogation-game__.github_workflows_max-plan-claude.yml,npm,run-script,,0
mokemoke0821_interrogation-game__.github_workflows_max-plan-claude.yml,npm,run-script,-o,1
nyldn_claude-octopus__.github_workflows_claude-octopus.yml,npm,install,-g,1
nyldn_claude-octopus__.github_workflows_claude-octopus.yml,npm,install,-g,1
nyldn_claude-octopus__.github_workflows_claude-octopus.yml,npm,install,-g,1
nyldn_claude-octopus__.github_workflows_claude-octopus.yml,npm,install,-g,1
nyldn_claude-octopus__.github_workflows_claude-octopus.yml,npm,install,-g,1
nyldn_claude-octopus__.github_workflows_claude-octopus.yml,npm,install,-g,1
omarorn_bogga.eyjar.app__.github_workflows_auto-fix-issues.yml,npm,install,,0
omarorn_mybirthday.myx.is__.github_workflows_auto-fix-issues.yml,npm,install,,0
opendatalab_labelU__.github_workflows_claude-fix-issue.yml,npm,install,-g,1
pinto-org_protocol__.github_workflows_claude-facet-analyzer.yml,npm,install,--save-dev,1
rawwerks_fizzy-cli__.github_workflows_dogfood.yml,npm,install,-g,1
rcourtman_Pulse__.github_workflows_create-release.yml,docker,build,--target -t,2
rcourtman_Pulse__.github_workflows_create-release.yml,docker,build,-t,1
rcourtman_Pulse__.github_workflows_create-release.yml,docker-compose,-f,-d,1
rcourtman_Pulse__.github_workflows_create-release.yml,docker,inspect,--format -q,2
rcourtman_Pulse__.github_workflows_create-release.yml,docker,inspect,--format -q,2
rcourtman_Pulse__.github_workflows_create-release.yml,docker,logs,,0
rcourtman_Pulse__.github_workflows_create-release.yml,docker-compose,-f,-v,1
rcourtman_Pulse__.github_workflows_create-release.yml,docker-compose,-f,-v,1
re-cinq_shift-log__.github_workflows_compat-test.yml,npm,latest,,0
roboco-io_awesome-vibecoding__.github_workflows_weekly-update.yml,npm,ci,,0
sabiut_qr-checkin-system__.github_workflows_claude-pr-review.yml,pip,install,,0
seetadev_Eth-Maintenance__.github_workflows_claude-code-generation.yml,pip,install,,0
sheepworrier_BilliardsScorer__.github_workflows_claude-agent.yml,npm,install,-g,1
sumsun-dev_awesome-web3-claude__.github_workflows_update-readme.yml,npm,ci,,0
superset-sh_superset__.github_workflows_generate-changelog.yml,npm,install,-g,1
superset-sh_superset__.github_workflows_update-docs.yml,npm,install,-g,1
swcstudiospace_katalyst__.github_workflows_ai-issue-decomposer.yml,npm,install,-g,1
swcstudiospace_katalyst__.github_workflows_ai-pr-creator.yml,npm,install,-g,1
swcstudiospace_katalyst__.github_workflows_ai-pr-creator.yml,npm,test,,0
swcstudiospace_katalyst__.github_workflows_ai-pr-reviewer.yml,npm,install,-g,1
swcstudiospace_katalyst__.github_workflows_ai-pr-reviewer.yml,npm,install,-g,1
swcstudiospace_katalyst__.github_workflows_changelog-automation.yml,npm,install,,0
swcstudiospace_katalyst__.github_workflows_changelog-on-demand.yml,npm,install,,0
swcstudiospace_supacomputa__.github_workflows_ai-issue-decomposer.yml,npm,install,-g,1
swcstudiospace_supacomputa__.github_workflows_ai-pr-creator.yml,npm,install,-g,1
swcstudiospace_supacomputa__.github_workflows_ai-pr-creator.yml,npm,test,,0
swcstudiospace_supacomputa__.github_workflows_ai-pr-reviewer.yml,npm,install,-g,1
swcstudiospace_supacomputa__.github_workflows_ai-pr-reviewer.yml,npm,install,-g,1
swcstudiospace_supacomputa__.github_workflows_changelog-automation.yml,npm,install,,0
swcstudiospace_supacomputa__.github_workflows_changelog-on-demand.yml,npm,install,,0
swcstudiospace_supercompute__.github_workflows_ai-documentation-generator.yml,npm,ci,,0
swcstudiospace_supercompute__.github_workflows_ai-documentation-generator.yml,npm,install,-g,1
swcstudiospace_supercompute__.github_workflows_ai-documentation-generator.yml,npm,install,,0
swcstudiospace_supercompute__.github_workflows_ai-documentation-generator.yml,npm,install,-g,1
swcstudiospace_supercompute__.github_workflows_ai-documentation-generator.yml,npm,install,-g,1
swcstudiospace_supercompute__.github_workflows_ai-issue-decomposer.yml,npm,install,-g,1
swcstudiospace_supercompute__.github_workflows_ai-pr-creator.yml,npm,install,-g,1
swcstudiospace_supercompute__.github_workflows_ai-pr-creator.yml,npm,test,,0
swcstudiospace_supercompute__.github_workflows_ai-pr-reviewer.yml,npm,install,-g,1
swcstudiospace_supercompute__.github_workflows_ai-pr-reviewer.yml,npm,install,-g,1
swcstudiospace_supercompute__.github_workflows_changelog-automation.yml,npm,install,,0
swcstudiospace_supercompute__.github_workflows_changelog-on-demand.yml,npm,install,,0
synthable_copilot-instructions-cli__.github_workflows_security.yml,npm,ci,,0
synthable_copilot-instructions-cli__.github_workflows_security.yml,npm,audit,,0
synthable_copilot-instructions-cli__.github_workflows_security.yml,npm,audit,--audit-level,1
synthable_copilot-instructions-cli__.github_workflows_update-dependencies.yml,npm,outdated,--json,1
synthable_copilot-instructions-cli__.github_workflows_update-dependencies.yml,npm,update,,0
synthable_copilot-instructions-cli__.github_workflows_update-dependencies.yml,npm,run-script,,0
takezou621_n8n-tweet__.github_workflows_claude-code-automation.yml,npm,install,-g,1
takezou621_n8n-tweet__.github_workflows_claude-code-automation.yml,pip,install,,0
vlapp0r_high-protein-meals__.github_workflows_generate-post.yml,npm,install,,0
waldzellai_adk-typescript__.github_workflows_claude-auto-implement.yml,npm,ci,,0
waldzellai_adk-typescript__.github_workflows_claude-auto-implement.yml,npm,test,,0
waldzellai_adk-typescript__.github_workflows_claude-auto-implement.yml,npm,run-script,,0
waldzellai_adk-typescript__.github_workflows_claude-auto-implement.yml,npm,run-script,,0
x2oreo_FitAI__.github_workflows_blank.yml,pip,install,--upgrade,1
x2oreo_FitAI__.github_workflows_blank.yml,pip,install,,0
yashodipmore_Govt_Billing_Solution_MVP__.github_workflows_claude-code-generation.yml,npm,install,,0
yashodipmore_Govt_Billing_Solution_MVP__.github_workflows_claude-code-generation.yml,pip,install,,0
