file,tool,options,option_count
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,date,"-u",1
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,head,"-c",1
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"-e",1
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"-e",1
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"-e",1
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"-e",1
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"-e",1
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"-e",1
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"-e",1
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
0xAxiom_AppFactory__app-factory_scripts_auto_plan_build.sh,echo,"",0
17thSaint_fzj__cluster-codes_make-new-prf.sh,echo,"",0
17thSaint_fzj__cluster-codes_make-new-prf.sh,echo,"",0
17thSaint_fzj__cluster-codes_make-new-prf.sh,echo,"",0
17thSaint_fzj__cluster-codes_make-new-prf.sh,cp,"",0
17thSaint_fzj__cluster-codes_make-new-prf.sh,sed,"-i",1
17thSaint_fzj__cluster-codes_make-new-prf.sh,echo,"",0
17thSaint_fzj__cluster-codes_run-script-jsc.sh,echo,"",0
17thSaint_fzj__cluster-codes_run-script-jsc.sh,echo,"",0
17thSaint_fzj__cluster-codes_run-script.sh,echo,"",0
1mr124_scripts__encryptedVoid.sh,echo,"",0
1mr124_scripts__encryptedVoid.sh,echo,"",0
1mr124_scripts__encryptedVoid.sh,echo,"",0
1mr124_scripts__encryptedVoid.sh,grep,"-E",1
1mr124_scripts__encryptedVoid.sh,mkdir,"-p",1
1mr124_scripts__encryptedVoid.sh,mkdir,"-p",1
1mr124_scripts__encryptedVoid.sh,cp,"-r",1
1mr124_scripts__encryptedVoid.sh,echo,"",0
1mr124_scripts__encryptedVoid.sh,echo,"",0
1mr124_scripts__encryptedVoid.sh,echo,"",0
1mr124_scripts__encryptedVoid.sh,echo,"",0
1mr124_scripts__encryptedVoid.sh,sed,"-i",1
1mr124_scripts__encryptedVoid.sh,sed,"-i",1
1mr124_scripts__encryptedVoid.sh,dd,"",0
1mr124_scripts__encryptedVoid.sh,chmod,"",0
1mr124_scripts__encryptedVoid.sh,echo,"",0
1mr124_scripts__encryptedVoid.sh,echo,"",0
a2ngerer_claude_onboarding_agent__skills_web-development-setup_type-check-hook.template.sh,cat,"",0
a2ngerer_claude_onboarding_agent__skills_web-development-setup_type-check-hook.template.sh,head,"-n",1
AaltoSciComp_triton-bin__bin_ai_agents.sh,grep,"-i -E",2
AaltoSciComp_triton-bin__bin_ai_agents.sh,grep,"-v",1
AaltoSciComp_triton-bin__bin_ai_agents.sh,echo,"",0
AaltoSciComp_triton-bin__bin_ai_agents.sh,date,"",0
AaltoSciComp_triton-bin__bin_ai_agents.sh,echo,"",0
AaltoSciComp_triton-bin__bin_ai_agents.sh,echo,"",0
AaltoSciComp_triton-bin__bin_ai_agents.sh,echo,"-n",1
AaltoSciComp_triton-bin__bin_ai_agents.sh,sort,"-u",1
AaltoSciComp_triton-bin__bin_ai_agents.sh,grep,"-c",1
AaltoSciComp_triton-bin__bin_ai_agents.sh,echo,"",0
AaltoSciComp_triton-bin__bin_ai_agents.sh,echo,"-n",1
AaltoSciComp_triton-bin__bin_ai_agents.sh,sort,"-u",1
AaltoSciComp_triton-bin__bin_ai_agents.sh,grep,"-c",1
AaltoSciComp_triton-bin__bin_ai_agents.sh,echo,"",0
AaltoSciComp_triton-bin__bin_ai_agents.sh,echo,"",0
AaltoSciComp_triton-bin__bin_ai_agents.sh,echo,"",0
AaltoSciComp_triton-bin__bin_ai_agents.sh,echo,"-n",1
AaltoSciComp_triton-bin__bin_ai_agents.sh,sort,"",0
AaltoSciComp_triton-bin__bin_ai_agents.sh,uniq,"-c",1
AaltoSciComp_triton-bin__bin_ai_agents.sh,sort,"-r -n",2
AaltoSciComp_triton-bin__bin_ai_agents.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,dirname,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,mkdir,"-p",1
adrianwedd_homelab-scripts__disk-cleanup.sh,chmod,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"-e",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"-e",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"-e",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"-e",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"-e",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,df,"-h",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tail,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,df,"-h",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tail,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,sleep,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,realpath,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,readlink,"-f",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,stat,"-f",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,stat,"-c",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,realpath,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,readlink,"-f",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,stat,"-f",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,stat,"-c",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"-e",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"-e",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"-e",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,sed,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,sed,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tr,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"-v",1
adrianwedd_homelab-scripts__disk-cleanup.sh,du,"-s -k",2
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,du,"-s -b",2
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"-e",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"-u",1
adrianwedd_homelab-scripts__disk-cleanup.sh,cat,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,cat,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,cat,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,grep,"-c",1
adrianwedd_homelab-scripts__disk-cleanup.sh,grep,"-c",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,cat,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,grep,"-E -q",2
adrianwedd_homelab-scripts__disk-cleanup.sh,grep,"-E -q",2
adrianwedd_homelab-scripts__disk-cleanup.sh,realpath,"-m",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,readlink,"-f",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,grep,"-E -q",2
adrianwedd_homelab-scripts__disk-cleanup.sh,grep,"-E -q",2
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,sleep,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"-n",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,mktemp,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,grep,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,rm,"-f",1
adrianwedd_homelab-scripts__disk-cleanup.sh,sed,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,stat,"-f",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,stat,"-c",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,awk,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,mktemp,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,grep,"-E",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tail,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,rm,"-f",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,mktemp,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,grep,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,head,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,rm,"-f",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,mktemp,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,grep,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,rm,"-f",1
adrianwedd_homelab-scripts__disk-cleanup.sh,rm,"-r -f",2
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"-a",1
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,date,"-u",1
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,echo,"",0
adrianwedd_homelab-scripts__disk-cleanup.sh,tee,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,cat,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,sleep,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,rm,"-f",1
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"-e",1
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"-e",1
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"-e",1
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"-e",1
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"-e",1
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"-e",1
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"-e",1
adrianwedd_homelab-scripts__rclone-sync.sh,stat,"-f",1
adrianwedd_homelab-scripts__rclone-sync.sh,stat,"-c",1
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,date,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,numfmt,"--to",1
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,mv,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,gzip,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,cat,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,head,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,head,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,grep,"-q",1
adrianwedd_homelab-scripts__rclone-sync.sh,cat,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,cat,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,grep,"-q",1
adrianwedd_homelab-scripts__rclone-sync.sh,rm,"-f",1
adrianwedd_homelab-scripts__rclone-sync.sh,rm,"-f",1
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,grep,"-q",1
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,date,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"",0
adrianwedd_homelab-scripts__rclone-sync.sh,echo,"",0
