file,tool,options,option_count
arch_m68k_install.sh,cp,"",0
arch_m68k_install.sh,sync,"",0
arch_mips_kernel_syscalls_syscallnr.sh,echo,"",0
arch_mips_kernel_syscalls_syscallnr.sh,tr,"",0
arch_mips_kernel_syscalls_syscallnr.sh,sed,"",0
arch_mips_kernel_syscalls_syscallnr.sh,grep,"-E",1
arch_mips_kernel_syscalls_syscallnr.sh,sort,"-n",1
arch_mips_tools_generic-board-config.sh,echo,"",0
arch_mips_tools_generic-board-config.sh,grep,"-E",1
arch_mips_tools_generic-board-config.sh,cut,"-d -f",2
arch_mips_tools_generic-board-config.sh,grep,"-E -q",2
arch_mips_tools_generic-board-config.sh,grep,"-E -q",2
arch_mips_tools_generic-board-config.sh,echo,"",0
arch_mips_tools_generic-board-config.sh,echo,"",0
arch_mips_tools_generic-board-config.sh,grep,"-E -v",2
arch_nios2_boot_install.sh,mv,"",0
arch_nios2_boot_install.sh,mv,"",0
arch_nios2_boot_install.sh,cat,"",0
arch_nios2_boot_install.sh,cp,"",0
arch_nios2_boot_install.sh,sync,"",0
arch_parisc_install.sh,basename,"",0
arch_parisc_install.sh,echo,"",0
arch_parisc_install.sh,echo,"",0
arch_parisc_install.sh,mv,"",0
arch_parisc_install.sh,cat,"",0
arch_parisc_install.sh,mv,"",0
arch_parisc_install.sh,cp,"",0
arch_parisc_kernel_vdso32_gen_vdso_offsets.sh,sed,"-n",1
arch_parisc_kernel_vdso64_gen_vdso_offsets.sh,sed,"-n",1
arch_powerpc_boot_install.sh,basename,"",0
arch_powerpc_boot_install.sh,echo,"",0
arch_powerpc_boot_install.sh,mv,"",0
arch_powerpc_boot_install.sh,mv,"",0
arch_powerpc_boot_install.sh,cat,"",0
arch_powerpc_boot_install.sh,cp,"",0
arch_powerpc_kernel_prom_init_check.sh,grep,"-q",1
arch_powerpc_kernel_prom_init_check.sh,awk,"",0
arch_powerpc_kernel_prom_init_check.sh,echo,"",0
arch_powerpc_kernel_prom_init_check.sh,awk,"",0
arch_powerpc_kernel_prom_init_check.sh,echo,"",0
arch_powerpc_kernel_prom_init_check.sh,echo,"",0
arch_powerpc_kernel_vdso_gen_vdso32_offsets.sh,sed,"-n -e -e",3
arch_powerpc_kernel_vdso_gen_vdso64_offsets.sh,sed,"-n -e -e",3
arch_powerpc_tools_check-fpatchable-function-entry.sh,echo,"",0
arch_powerpc_tools_check-fpatchable-function-entry.sh,grep,"-q",1
arch_powerpc_tools_check-fpatchable-function-entry.sh,echo,"",0
arch_powerpc_tools_check-fpatchable-function-entry.sh,awk,"",0
arch_powerpc_tools_check-fpatchable-function-entry.sh,grep,"-q",1
arch_powerpc_tools_checkpatch.sh,dirname,"",0
arch_powerpc_tools_checkpatch.sh,realpath,"",0
arch_powerpc_tools_ftrace_check.sh,echo,"",0
arch_powerpc_tools_ftrace_check.sh,grep,"-e",1
arch_powerpc_tools_ftrace_check.sh,cut,"-d -f",2
arch_powerpc_tools_ftrace_check.sh,tr,"",0
arch_powerpc_tools_ftrace_check.sh,grep,"-e",1
arch_powerpc_tools_ftrace_check.sh,cut,"-d -f",2
arch_powerpc_tools_ftrace_check.sh,tr,"",0
arch_powerpc_tools_ftrace_check.sh,grep,"-e",1
arch_powerpc_tools_ftrace_check.sh,cut,"-d -f",2
arch_powerpc_tools_ftrace_check.sh,tr,"",0
arch_powerpc_tools_ftrace_check.sh,echo,"",0
arch_powerpc_tools_ftrace_check.sh,echo,"",0
arch_powerpc_tools_ftrace_check.sh,echo,"",0
arch_powerpc_tools_ftrace_check.sh,echo,"",0
arch_powerpc_tools_ftrace_check.sh,echo,"",0
arch_powerpc_tools_ftrace_check.sh,echo,"",0
arch_powerpc_tools_ftrace-gen-ool-stubs.sh,grep,"-c",1
arch_powerpc_tools_ftrace-gen-ool-stubs.sh,grep,"-e -e",2
arch_powerpc_tools_ftrace-gen-ool-stubs.sh,grep,"-c",1
arch_powerpc_tools_ftrace-gen-ool-stubs.sh,cat,"",0
arch_powerpc_tools_gcc-check-mprofile-kernel.sh,echo,"",0
arch_powerpc_tools_gcc-check-mprofile-kernel.sh,grep,"-q",1
arch_powerpc_tools_gcc-check-mprofile-kernel.sh,echo,"-e",1
arch_powerpc_tools_gcc-check-mprofile-kernel.sh,grep,"-q",1
arch_powerpc_tools_head_check.sh,echo,"",0
arch_powerpc_tools_head_check.sh,grep,"-e -e -e -e",4
arch_powerpc_tools_head_check.sh,grep,"-e",1
arch_powerpc_tools_head_check.sh,cut,"-d -f",2
arch_powerpc_tools_head_check.sh,grep,"",0
arch_powerpc_tools_head_check.sh,cut,"-d -f",2
arch_powerpc_tools_head_check.sh,echo,"",0
arch_powerpc_tools_head_check.sh,echo,"",0
arch_powerpc_tools_head_check.sh,echo,"",0
arch_powerpc_tools_head_check.sh,echo,"",0
arch_powerpc_tools_head_check.sh,cut,"-d -f",2
arch_powerpc_tools_head_check.sh,grep,"",0
arch_powerpc_tools_head_check.sh,cut,"-d -f",2
arch_powerpc_tools_head_check.sh,sed,"",0
arch_powerpc_tools_head_check.sh,grep,"",0
arch_powerpc_tools_head_check.sh,cut,"-d -f",2
arch_powerpc_tools_head_check.sh,echo,"",0
arch_powerpc_tools_head_check.sh,echo,"",0
arch_powerpc_tools_head_check.sh,echo,"",0
arch_powerpc_tools_head_check.sh,rm,"-f",1
arch_powerpc_tools_relocs_check.sh,echo,"",0
arch_powerpc_tools_relocs_check.sh,grep,"-F -w -v",3
arch_powerpc_tools_relocs_check.sh,echo,"",0
arch_powerpc_tools_relocs_check.sh,wc,"-l",1
arch_powerpc_tools_relocs_check.sh,echo,"",0
arch_powerpc_tools_relocs_check.sh,echo,"",0
arch_powerpc_tools_unrel_branch_check.sh,sed,"-E -n",2
arch_powerpc_tools_unrel_branch_check.sh,sed,"-E -n",2
arch_powerpc_tools_unrel_branch_check.sh,sed,"-E -n",2
arch_riscv_boot_install.sh,echo,"",0
arch_riscv_boot_install.sh,echo,"",0
arch_riscv_boot_install.sh,mv,"",0
arch_riscv_boot_install.sh,cat,"",0
arch_riscv_boot_install.sh,mv,"",0
arch_riscv_boot_install.sh,cp,"",0
arch_riscv_kernel_compat_vdso_gen_compat_vdso_offsets.sh,sed,"-n -e",2
arch_riscv_kernel_vdso_gen_vdso_offsets.sh,sed,"-n -e",2
arch_riscv_tools_relocs_check.sh,echo,"",0
arch_riscv_tools_relocs_check.sh,grep,"-F -w -v",3
arch_riscv_tools_relocs_check.sh,echo,"",0
arch_riscv_tools_relocs_check.sh,wc,"-l",1
arch_riscv_tools_relocs_check.sh,echo,"",0
arch_riscv_tools_relocs_check.sh,echo,"",0
arch_s390_boot_install.sh,echo,"",0
arch_s390_boot_install.sh,cat,"",0
arch_s390_boot_install.sh,cp,"",0
arch_s390_kernel_vdso_gen_vdso_offsets.sh,sed,"-n",1
arch_s390_tools_gcc-thunk-extern.sh,cat,"",0
arch_sparc_boot_install.sh,mv,"",0
arch_sparc_boot_install.sh,mv,"",0
arch_sparc_boot_install.sh,cat,"",0
arch_sparc_boot_install.sh,cp,"",0
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,basename,"",0
arch_x86_boot_genimage.sh,od,"-A -v -j -N -t",5
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,ls,"-l -n -L",3
arch_x86_boot_genimage.sh,awk,"",0
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,dirname,"",0
arch_x86_boot_genimage.sh,rm,"-r -f",2
arch_x86_boot_genimage.sh,mkdir,"",0
arch_x86_boot_genimage.sh,cp,"",0
arch_x86_boot_genimage.sh,cp,"",0
arch_x86_boot_genimage.sh,echo,"",0
arch_x86_boot_genimage.sh,cp,"",0
arch_x86_boot_genimage.sh,rm,"-r -f",2
arch_x86_boot_genimage.sh,rm,"-f",1
arch_x86_boot_install.sh,mv,"",0
arch_x86_boot_install.sh,mv,"",0
arch_x86_boot_install.sh,cat,"",0
arch_x86_boot_install.sh,cp,"",0
arch_x86_boot_install.sh,install,"",0
arch_x86_boot_install.sh,sync,"",0
arch_x86_boot_install.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,wc,"-c",1
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,sed,"-n -e -e",3
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,sed,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,sed,"-n",1
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,tr,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,wc,"-c",1
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,wc,"-c",1
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,wc,"-c",1
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
arch_x86_kernel_cpu_mkcapflags.sh,echo,"",0
Documentation_admin-guide_aoe_autoload.sh,echo,"",0
Documentation_admin-guide_aoe_autoload.sh,grep,"",0
Documentation_admin-guide_aoe_autoload.sh,echo,"",0
Documentation_admin-guide_aoe_autoload.sh,echo,"",0
Documentation_admin-guide_aoe_status.sh,basename,"",0
Documentation_admin-guide_aoe_status.sh,echo,"",0
Documentation_admin-guide_aoe_status.sh,ls,"-d",1
Documentation_admin-guide_aoe_status.sh,grep,"-v",1
Documentation_admin-guide_aoe_status.sh,echo,"",0
Documentation_admin-guide_aoe_status.sh,sed,"",0
Documentation_admin-guide_aoe_status.sh,cat,"",0
Documentation_admin-guide_aoe_status.sh,cat,"",0
Documentation_admin-guide_aoe_status.sh,sort,"",0
Documentation_admin-guide_aoe_udev-install.sh,basename,"",0
Documentation_admin-guide_aoe_udev-install.sh,find,"-type -name",2
Documentation_admin-guide_aoe_udev-install.sh,echo,"",0
Documentation_admin-guide_aoe_udev-install.sh,sed,"-n",1
Documentation_admin-guide_aoe_udev-install.sh,echo,"",0
Documentation_admin-guide_aoe_udev-install.sh,dirname,"",0
Documentation_arch_arm64_kasan-offsets.sh,echo,"",0
Documentation_arch_arm64_kasan-offsets.sh,echo,"",0
Documentation_arch_arm64_kasan-offsets.sh,echo,"",0
Documentation_arch_s390_config3270.sh,tty,"",0
Documentation_arch_s390_config3270.sh,ls,"",0
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,echo,"-rf",1
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,echo,"-p",1
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,echo,"",0
Documentation_arch_s390_config3270.sh,cat,"",0
Documentation_arch_s390_config3270.sh,rm,"",0
Documentation_sound_cards_multisound.sh,touch,"-a -m",2
Documentation_sound_cards_multisound.sh,echo,"",0
Documentation_sound_cards_multisound.sh,echo,"",0
Documentation_sound_cards_multisound.sh,rm,"-f",1
Documentation_sound_cards_multisound.sh,mkdir,"",0
Documentation_sound_cards_multisound.sh,sed,"",0
Documentation_sound_cards_multisound.sh,chmod,"",0
Documentation_sound_cards_multisound.sh,grep,"",0
Documentation_sound_cards_multisound.sh,grep,"-v",1
Documentation_sound_cards_multisound.sh,md5sum,"-c",1
Documentation_sound_cards_multisound.sh,sed,"",0
Documentation_sound_cards_multisound.sh,chmod,"",0
Documentation_sound_cards_multisound.sh,grep,"",0
Documentation_sound_cards_multisound.sh,grep,"-v",1
Documentation_sound_cards_multisound.sh,md5sum,"-c",1
Documentation_sound_cards_multisound.sh,sed,"",0
Documentation_sound_cards_multisound.sh,chmod,"",0
Documentation_sound_cards_multisound.sh,grep,"",0
Documentation_sound_cards_multisound.sh,grep,"-v",1
Documentation_sound_cards_multisound.sh,md5sum,"-c",1
Documentation_sound_cards_multisound.sh,sed,"",0
Documentation_sound_cards_multisound.sh,chmod,"",0
Documentation_sound_cards_multisound.sh,grep,"",0
Documentation_sound_cards_multisound.sh,grep,"-v",1
Documentation_sound_cards_multisound.sh,md5sum,"-c",1
Documentation_sound_cards_multisound.sh,sed,"",0
Documentation_sound_cards_multisound.sh,chmod,"",0
Documentation_sound_cards_multisound.sh,grep,"",0
Documentation_sound_cards_multisound.sh,grep,"-v",1
Documentation_sound_cards_multisound.sh,md5sum,"-c",1
Documentation_sound_cards_multisound.sh,rm,"-f -r",2
drivers_gpu_drm_ci_build-igt.sh,echo,"",0
drivers_gpu_drm_ci_build-igt.sh,tr,"",0
drivers_gpu_drm_ci_build-igt.sh,echo,"",0
drivers_gpu_drm_ci_build-igt.sh,echo,"",0
drivers_gpu_drm_ci_build-igt.sh,echo,"",0
drivers_gpu_drm_ci_build-igt.sh,mkdir,"-p",1
drivers_gpu_drm_ci_build-igt.sh,echo,"",0
drivers_gpu_drm_ci_build-igt.sh,mkdir,"-p",1
drivers_gpu_drm_ci_build-igt.sh,tar,"-c -f",2
drivers_gpu_drm_ci_build-igt.sh,gzip,"-c",1
drivers_gpu_drm_ci_build.sh,rm,"-r -f",2
drivers_gpu_drm_ci_build.sh,mkdir,"-p",1
drivers_gpu_drm_ci_build.sh,basename,"",0
drivers_gpu_drm_ci_build.sh,ln,"-s -f",2
drivers_gpu_drm_ci_build.sh,rm,"-r -f",2
drivers_gpu_drm_ci_build.sh,basename,"",0
drivers_gpu_drm_ci_build.sh,mkdir,"-p",1
drivers_gpu_drm_ci_build.sh,cp,"",0
drivers_gpu_drm_ci_build.sh,cp,"",0
drivers_gpu_drm_ci_build.sh,mkdir,"-p",1
drivers_gpu_drm_ci_build.sh,gzip,"-k",1
drivers_gpu_drm_ci_build.sh,mkdir,"-p",1
drivers_gpu_drm_ci_build.sh,cp,"-r -f -v",3
drivers_gpu_drm_ci_build.sh,cp,"-r -f -v",3
drivers_gpu_drm_ci_build.sh,cp,"-r -f -v",3
drivers_gpu_drm_ci_build.sh,cp,"-r -f -v",3
drivers_gpu_drm_ci_build.sh,xz,"-c",1
drivers_gpu_drm_ci_build.sh,basename,"-a",1
drivers_gpu_drm_ci_build.sh,ls,"-l",1
drivers_gpu_drm_ci_build.sh,tar,"--zstd -c -f",3
drivers_gpu_drm_ci_build.sh,echo,"",0
drivers_gpu_drm_ci_build.sh,mkdir,"-p",1
drivers_gpu_drm_ci_build.sh,mv,"",0
drivers_gpu_drm_ci_build.sh,ln,"-s",1
drivers_gpu_drm_ci_build.sh,cp,"",0
drivers_gpu_drm_ci_build.sh,cp,"",0
drivers_gpu_drm_ci_build.sh,tar,"-C -c -f",3
drivers_gpu_drm_ci_build.sh,rm,"-r -f",2
drivers_gpu_drm_ci_dt-binding-check.sh,echo,"",0
drivers_gpu_drm_ci_dt-binding-check.sh,echo,"",0
drivers_gpu_drm_ci_dtbs-check.sh,echo,"",0
drivers_gpu_drm_ci_dtbs-check.sh,echo,"",0
drivers_gpu_drm_ci_igt_runner.sh,ls,"-l",1
drivers_gpu_drm_ci_igt_runner.sh,cat,"",0
drivers_gpu_drm_ci_igt_runner.sh,cat,"",0
drivers_gpu_drm_ci_igt_runner.sh,cat,"",0
drivers_gpu_drm_ci_igt_runner.sh,mkdir,"-p",1
drivers_gpu_drm_ci_igt_runner.sh,mv,"",0
drivers_gpu_drm_ci_igt_runner.sh,uname,"-m",1
drivers_gpu_drm_ci_igt_runner.sh,uname,"-m",1
drivers_gpu_drm_ci_igt_runner.sh,tar,"--zstd -v -x -C",4
drivers_gpu_drm_ci_igt_runner.sh,sed,"-n -i",2
drivers_gpu_drm_ci_igt_runner.sh,echo,"",0
drivers_gpu_drm_ci_igt_runner.sh,grep,"",0
drivers_gpu_drm_ci_igt_runner.sh,awk,"",0
drivers_gpu_drm_ci_igt_runner.sh,echo,"",0
drivers_gpu_drm_ci_igt_runner.sh,cat,"",0
drivers_gpu_drm_ci_lava-submit.sh,echo,"-n",1
drivers_gpu_drm_ci_lava-submit.sh,echo,"-n",1
drivers_gpu_drm_ci_lava-submit.sh,echo,"-n",1
drivers_gpu_drm_ci_lava-submit.sh,echo,"",0
drivers_gpu_drm_ci_lava-submit.sh,echo,"",0
drivers_gpu_drm_ci_lava-submit.sh,echo,"",0
drivers_gpu_drm_ci_lava-submit.sh,echo,"",0
drivers_gpu_drm_ci_lava-submit.sh,echo,"",0
drivers_gpu_drm_ci_lava-submit.sh,echo,"",0
drivers_gpu_drm_ci_lava-submit.sh,echo,"",0
drivers_gpu_drm_ci_lava-submit.sh,rm,"-r -f",2
drivers_gpu_drm_ci_lava-submit.sh,mkdir,"-p",1
drivers_gpu_drm_ci_lava-submit.sh,cp,"",0
drivers_gpu_drm_ci_lava-submit.sh,cp,"",0
drivers_gpu_drm_ci_lava-submit.sh,tar,"-C",1
drivers_gpu_drm_ci_lava-submit.sh,cat,"",0
drivers_gpu_drm_ci_lava-submit.sh,touch,"",0
drivers_gpu_drm_ci_lava-submit.sh,tail,"-f",1
drivers_gpu_drm_ci_setup-llvm-links.sh,ln,"-s -v -f",3
drivers_gpu_drm_ci_setup-llvm-links.sh,ln,"-s -v -f",3
drivers_gpu_drm_ci_setup-llvm-links.sh,ln,"-s -v -f",3
drivers_gpu_drm_ci_setup-llvm-links.sh,ln,"-s -v -f",3
drivers_gpu_drm_ci_setup-llvm-links.sh,ln,"-s -v -f",3
drivers_gpu_drm_ci_setup-llvm-links.sh,ln,"-s -v -f",3
drivers_gpu_drm_ci_setup-llvm-links.sh,ln,"-s -v -f",3
drivers_gpu_drm_ci_setup-llvm-links.sh,ln,"-s -v -f",3
drivers_gpu_drm_ci_setup-llvm-links.sh,ln,"-s -v -f",3
kernel_gen_kheaders.sh,dirname,"",0
kernel_gen_kheaders.sh,basename,"",0
kernel_gen_kheaders.sh,echo,"",0
kernel_gen_kheaders.sh,echo,"",0
kernel_gen_kheaders.sh,sed,"",0
kernel_gen_kheaders.sh,sed,"-n",1
kernel_gen_kheaders.sh,echo,"",0
kernel_gen_kheaders.sh,echo,"",0
kernel_gen_kheaders.sh,echo,"",0
kernel_gen_kheaders.sh,echo,"",0
kernel_gen_kheaders.sh,rm,"-r -f",2
kernel_gen_kheaders.sh,mkdir,"",0
kernel_gen_kheaders.sh,sed,"",0
kernel_gen_kheaders.sh,find,"-type -print0",2
kernel_gen_kheaders.sh,rm,"-f",1
kernel_gen_kheaders.sh,rm,"-r -f",2
lib_test_fortify_test_fortify.sh,rm,"-f",1
lib_test_fortify_test_fortify.sh,grep,"-m",1
lib_test_fortify_test_fortify.sh,echo,"",0
lib_test_fortify_test_fortify.sh,tee,"",0
lib_test_fortify_test_fortify.sh,echo,"",0
lib_test_fortify_test_fortify.sh,cat,"",0
lib_tests_module_gen_test_kallsyms.sh,basename,"",0
lib_tests_module_gen_test_kallsyms.sh,echo,"",0
lib_tests_module_gen_test_kallsyms.sh,sed,"-e",1
lib_tests_module_gen_test_kallsyms.sh,echo,"",0
lib_tests_module_gen_test_kallsyms.sh,sed,"-e",1
lib_tests_module_gen_test_kallsyms.sh,cat,"",0
lib_tests_module_gen_test_kallsyms.sh,seq,"",0
lib_tests_module_gen_test_kallsyms.sh,echo,"",0
lib_tests_module_gen_test_kallsyms.sh,cat,"",0
lib_tests_module_gen_test_kallsyms.sh,echo,"",0
lib_tests_module_gen_test_kallsyms.sh,echo,"",0
lib_tests_module_gen_test_kallsyms.sh,echo,"",0
lib_tests_module_gen_test_kallsyms.sh,cat,"",0
lib_tests_module_gen_test_kallsyms.sh,cat,"",0
lib_tests_module_gen_test_kallsyms.sh,cat,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,grep,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,rm,"-f",1
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,rm,"-f",1
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,rm,"-f",1
samples_bpf_do_hbm_test.sh,rm,"-f",1
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,grep,"",0
samples_bpf_do_hbm_test.sh,grep,"--invert-match",1
samples_bpf_do_hbm_test.sh,awk,"",0
samples_bpf_do_hbm_test.sh,sleep,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,cat,"",0
samples_bpf_do_hbm_test.sh,cat,"",0
samples_bpf_do_hbm_test.sh,grep,"-o",1
samples_bpf_do_hbm_test.sh,grep,"-o",1
samples_bpf_do_hbm_test.sh,cat,"",0
samples_bpf_do_hbm_test.sh,grep,"-o",1
samples_bpf_do_hbm_test.sh,grep,"-o",1
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
samples_bpf_do_hbm_test.sh,cat,"",0
samples_bpf_do_hbm_test.sh,echo,"",0
