ls	-F
ls	
rm	
ls	
ls	
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
rm	
ls	-R
grep	-r
grep	-r
grep	-r
grep	-r
rm	
ls	
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
ls	
ls	
rm	
ls	-F
rm	
rm	
ls	-F
ls	-F
ls	
ls	
ls	
ls	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
rm	
rm	
ls	-F
ls	-F
ls	-F
rm	
ls	-F
ls	-F
ls	-F
find	-name
ls	-F
chmod	
mv	
rm	
grep	-r
rm	
rm	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
rm	
ls	-F
rm	
rm	
rm	
ls	-F
rm	
ls	
chmod	
ls	-F
rm	
rm	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
rm	
find	-name
rm	
ls	-F
ls	-F
rm	
ls	-F
ls	-F
ls	-F
find	-name
grep	-r
find	-name
ls	-F
find	-name
grep	-r
find	-name
ls	-F
ls	-F
find	-name
find	-name
ls	-F
find	-name
find	-name
ls	-F
find	-name
find	-name
ls	-F
find	-name
find	-name
ls	-F
find	-name
find	-name
rm	
find	-name
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
find	-name
ls	
ls	
ls	
grep	-r
ls	-R
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
rm	
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
grep	-r
ls	-F
find	-name -print
find	-name -print
find	-name -print
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
ls	-F
ls	-F
id	
id	
id	
rm	
id	
id	
id	
id	
ls	-F
ls	-F
ls	-F
rm	
id	
ls	
ls	-F
id	
id	
id	
id	
id	
id	
id	
rm	
id	
id	
id	
id	
id	
id	
id	
ls	
ls	
grep	-r
grep	-r
grep	-r
ls	
ls	
grep	-r
grep	-r
grep	-r
grep	-r
ls	
ls	
ls	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
id	
id	
id	
rm	
ls	
ls	
rm	
ls	-F
rm	
rm	
ls	-F
rm	
rm	
ls	
ls	-F
ls	-F
grep	-r
ls	-F
ls	-F
rm	
rm	
rm	
ls	-F
grep	-r
ls	-F
rm	
ls	
rm	
ls	
rm	
rm	
ls	-F
ls	-F
rm	
ls	-F
ls	-F
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
ls	-F
ls	-F
ls	-F
ls	-F
ls	-R
ls	-F
ls	-F
ls	-F
rm	
ls	-F
cat	
ls	-F
ls	-F
ls	-F
find	-perm -type
find	-perm -type
find	-name -type
ls	
grep	-r
grep	-r
ls	
echo	
ls	
ls	
find	-name
chmod	
ls	-F
ls	
ls	
ls	
rm	
find	-name
grep	-r
echo	
echo	
rm	
rm	
ls	
ls	-F
ls	-F
ls	-F
mkdir	
ls	-F
mv	
ls	-F
ls	-F
ls	-F
grep	-r
grep	-r
rm	
ls	
ls	-F
ls	-F
rm	
rm	
grep	-r
rm	
grep	-r
grep	-r
grep	-n
rm	
grep	-r
ls	-F
grep	-r
ls	
cat	
grep	-r
grep	-r
grep	-r
grep	-r
grep	--byte-regexp
grep	-r
grep	--byte-regexp
grep	-r
grep	--byte-regexp
grep	-r
grep	-r
grep	-r
grep	-r
rm	
rm	
grep	-r
rm	
ls	-F
ls	-F
rm	
grep	-r
grep	-r
grep	-r
rm	
rm	
grep	-r
rm	
grep	-r
grep	-r
ls	-F
grep	-r
grep	-r
rm	
ls	-F
rm	
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-n
grep	-n --exclude-line
grep	-n
grep	-n
grep	-r
grep	-r
grep	-r
ls	-F
rm	
ls	-F
ls	-F
find	-name
ls	-F
find	-name
ls	-F
ls	-F
ls	-F
ls	
rm	
ls	
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
find	-name
ls	-F
ls	-F
ls	-F
ls	-F
find	-name
ls	-F
ls	-F
find	-name
ls	-F
rm	
echo	
ls	-F
ls	-F
ls	-F
ls	-F
find	-name
find	-name
ls	-F
find	-name
find	-name -not -path -not -path
grep	-r
find	-name
find	-name
find	-name -not -path -not -path
ls	-F
ls	-F
ls	-F
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
find	-name
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
rm	
ls	
ls	-F
ls	
ls	-F
ls	
find	-name
grep	-r
grep	-r
grep	-r
ls	
grep	-r
grep	-r
ls	-F
rm	
rm	
rm	
ls	-F
rm	
ls	-F
rm	
ls	
rm	
find	-name
grep	-r
rm	
ls	-F
ls	-F
rm	
ls	-F
rm	
rm	
ls	
ls	
ls	-F
rm	
ls	-F
rm	
find	-name
rm	
rm	
rm	
ls	
ls	-F
ls	-F
grep	-C
grep	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
rm	
rm	
ls	-F
ls	-F
rm	
rm	
rm	
rm	
rm	
ls	-a
ls	-a
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
find	-type -name
find	-type -name
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
rm	
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
grep	-r
rm	-r
rm	-r
rm	-r
rm	-r
rm	-r
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
echo	
echo	
rm	-r
chmod	
mv	
rm	
find	-name
find	-name
find	-name
grep	-r
find	-name
find	-name
grep	-r
rm	
ls	-F
ls	
ls	
ls	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
find	-name
ls	-F
find	-name
grep	-r
grep	-r
ls	-F
ls	-F
rm	
ls	
ls	-F
ls	
ls	--F
find	-name
rm	
ls	-F
ls	-F
chmod	
grep	-q
echo	
echo	
ls	-F
ls	-F
find	-name
grep	-r
find	-name
df	
rm	
rm	
rm	
rm	
rm	
rm	
ls	
rm	
ls	
grep	
grep	
grep	-w
grep	
grep	
grep	
grep	
grep	
ls	-F
rm	
ls	
rm	
ls	-F
ls	-F
ls	-F
ls	-F
ls	
ls	
rm	
rm	
rm	
ls	-F
find	-name
ls	-F
rm	
rm	
rm	
rm	
rm	
ls	-F
ls	-F
rm	
ls	
rm	
cat	
grep	
cat	
grep	
grep	-r
find	-name
cat	
grep	-r
find	-name
grep	-r
find	-name
grep	-r
ls	
grep	
mkdir	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	
ls	
ls	
ls	
ls	-F
ls	-F
ls	-F
ls	-F
echo	
echo	
chmod	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	
ls	
ls	-F
ls	-F
echo	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
df	
rm	
ls	-F
grep	-r
df	
ls	
ls	-F
ls	
ls	
ls	
ls	-F
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	-F
ls	-F
grep	-r
grep	-r
ls	
ls	
ls	
env	
ls	-a
ls	
ls	
ls	-F
grep	-r
ls	-F
ls	
ls	
ls	
ls	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	
ls	
ls	
rm	
ls	-F
ls	-F
ls	-F
ls	-F
cat	
rm	
ls	
ls	-F
ls	-F
fmt	
fmt	
fmt	
fmt	
fmt	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
fmt	
fmt	
fmt	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
grep	-r
ls	
ls	-F
grep	-r
grep	-r
grep	-r
rm	
ls	
ls	
ls	
find	-name
find	-name
find	-name
find	-name
rm	
ls	-F
ls	-F
ls	-F
rm	
grep	-r
rm	
rm	
rm	
rm	
rm	
rm	
rm	
ls	-F
rm	
ls	-F
ls	-F
find	-name
ls	-F
ls	-F
ls	-F
ls	-F
rm	
ls	-F
rm	
rm	
rm	
rm	
rm	
ls	-F
rm	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
rm	
ls	-F
find	-name
ls	-F
ls	-F
ls	-F
ls	-F
rm	
ls	-F
grep	-r
rm	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
rm	
rm	
rm	
ls	-F
ls	-F
find	-name
ls	-F
ls	-F
ls	-F
ls	-F
ls	
ls	-F
ls	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
rm	
rm	
rm	
rm	
ls	-F
rm	
rm	
ls	-F
ls	-F
rm	
ls	
ls	
rm	
rm	
chmod	
rm	
rm	
rm	
rm	
rm	
rm	
rm	
rm	
rm	
rm	
rm	
rm	
find	-name
rm	
rm	
ls	-F
rm	
rm	
ls	-a
ls	
ls	
fmt	
fmt	
fmt	
ls	-a
ls	
ls	
ls	
ls	
ls	
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
rm	-r -f
rm	-r -f
rm	-r -f
rm	-r -f
ls	-a
ls	-a
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
ls	
head	
head	
head	
head	
head	
head	
head	
head	
ls	-a
ls	-a.github
ls	-a.github
ls	
ls	
ls	-a
ls	
ls	
ls	-F
rm	
chmod	
git_config	--global
git_config	--global
rm	
ls	-F
chmod	
chmod	
rm	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	
ls	
ls	
ls	-a
ls	-a
ls	-a
rm	
ls	-F
ls	-F
ls	-F
rm	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
rm	
rm	
ls	-a
ls	-a
ls	-a
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
find	-name
find	-name
ls	-F
ls	-F
rm	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
rm	
ls	
ls	-a
rm	
rm	
rm	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
rm	
grep	-r --run-all
grep	-r
grep	-r
grep	-r
rm	
ls	-F
ls	-F
ls	-F
ls	-F
ls	-F
ls	-a
ls	-a
ls	-a
rm	
chmod	
ls	-F
ls	-F
rm	
ls	-a
ls	-a
rm	
rm	
ls	
ls	
ls	
ls	
ls	
echo	-e
ls	-F
ls	-F
ls	-F
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	
ls	
ls	-F
ls	-F
ls	-F
ls	
ls	-a
ls	
ls	
ls	
ls	-a
ls	
ls	
ls	
ls	-a
ls	
ls	-F
ls	-F
ls	-F
ls	-F
ls	
ls	-F
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-a
ls	-F
ls	
ls	
ls	
ls	
ls	
ls	
mkdir	
